timestamp_s,tag_detected,object_detected,cm_per_px,object_x_px,object_y_px,instant_cm_s,average_cm_s,distance_total_cm,valid,reason
1777384544.225453,False,False,0.00000000,-1,-1,0.000000,0.000000,0.000000,False,Sin AprilTag: medicion congelada
1777384544.288960,False,False,0.00000000,-1,-1,0.000000,0.000000,0.000000,False,Sin AprilTag: medicion congelada
1777384544.323378,False,False,0.00000000,-1,-1,0.000000,0.000000,0.000000,False,Sin AprilTag: medicion congelada
1777384544.357649,False,False,0.00000000,-1,-1,0.000000,0.000000,0.000000,False,Sin AprilTag: medicion congelada
1777384544.413470,False,False,0.00000000,-1,-1,0.000000,0.000000,0.000000,False,Sin AprilTag: medicion congelada
1777384544.523420,False,False,0.00000000,-1,-1,0.000000,0.000000,0.000000,False,Sin AprilTag: medicion congelada
1777384544.558659,False,False,0.00000000,-1,-1,0.000000,0.000000,0.000000,False,Sin AprilTag: medicion congelada
1777384544.624671,False,False,0.00000000,-1,-1,0.000000,0.000000,0.000000,False,Sin AprilTag: medicion congelada
1777384544.689993,False,False,0.00000000,-1,-1,0.000000,0.000000,0.000000,False,Sin AprilTag: medicion congelada
1777384544.739744,False,False,0.00000000,-1,-1,0.000000,0.000000,0.000000,False,Sin AprilTag: medicion congelada
1777384544.773507,False,False,0.00000000,-1,-1,0.000000,0.000000,0.000000,False,Sin AprilTag: medicion congelada
1777384544.806366,False,False,0.00000000,-1,-1,0.000000,0.000000,0.000000,False,Sin AprilTag: medicion congelada
1777384544.840469,False,False,0.00000000,-1,-1,0.000000,0.000000,0.000000,False,Sin AprilTag: medicion congelada
1777384544.889762,False,False,0.00000000,-1,-1,0.000000,0.000000,0.000000,False,Sin AprilTag: medicion congelada
1777384544.939648,False,False,0.00000000,-1,-1,0.000000,0.000000,0.000000,False,Sin AprilTag: medicion congelada
1777384544.989468,False,False,0.00000000,-1,-1,0.000000,0.000000,0.000000,False,Sin AprilTag: medicion congelada
1777384545.038996,False,True,0.00000000,300,290,0.000000,0.000000,0.000000,False,Sin AprilTag: medicion congelada
1777384545.088921,False,True,0.00000000,292,286,0.000000,0.000000,0.000000,False,Sin AprilTag: medicion congelada
1777384545.138577,False,True,0.00000000,298,281,0.000000,0.000000,0.000000,False,Sin AprilTag: medicion congelada
1777384545.187334,False,True,0.00000000,286,284,0.000000,0.000000,0.000000,False,Sin AprilTag: medicion congelada
1777384545.236360,False,True,0.00000000,286,284,0.000000,0.000000,0.000000,False,Sin AprilTag: medicion congelada
1777384545.286835,False,True,0.00000000,285,283,0.000000,0.000000,0.000000,False,Sin AprilTag: medicion congelada
