timestamp_s,tag_detected,object_detected,cm_per_px,object_x_px,object_y_px,instant_cm_s,average_cm_s,distance_total_cm,valid,reason
1777553528.430821,True,True,0.39850916,761,85,0.000000,0.000000,0.000000,True,Primera muestra
1777553528.573409,True,True,0.39799397,761,85,0.000000,0.000000,0.000000,True,OK
1777553528.607976,True,True,0.39842574,761,85,0.000000,0.000000,0.000000,True,OK
1777553528.668338,True,True,0.39802592,761,85,0.000000,0.000000,0.000000,True,OK
1777553528.715782,True,True,0.39821283,761,85,0.000000,0.000000,0.000000,True,OK
1777553528.763107,True,True,0.39806294,761,85,0.000000,0.000000,0.000000,True,OK
1777553528.798007,True,True,0.39811701,761,85,0.000000,0.000000,0.000000,True,OK
1777553528.858388,True,True,0.39804607,761,85,0.000000,0.000000,0.000000,True,OK
1777553528.906135,True,True,0.39816906,761,85,0.000000,0.000000,0.000000,True,OK
1777553528.943769,True,True,0.39815825,761,85,0.000000,0.000000,0.000000,True,OK
1777553528.985305,True,True,0.39773861,761,85,0.000000,0.000000,0.000000,True,OK
1777553529.033108,True,True,0.39795544,761,85,0.000000,0.000000,0.000000,True,OK
1777553529.081168,True,True,0.39791782,761,85,0.000000,0.000000,0.000000,True,OK
1777553529.128211,True,True,0.39780730,761,85,0.000000,0.000000,0.000000,True,OK
1777553529.176040,True,True,0.39800694,761,85,0.000000,0.000000,0.000000,True,OK
1777553529.223417,True,True,0.39830820,761,85,0.000000,0.000000,0.000000,True,OK
1777553529.271405,True,True,0.39806368,761,85,0.000000,0.000000,0.000000,True,OK
1777553529.321089,True,True,0.39809321,760,85,8.012611,0.447161,0.398093,True,OK
1777553529.366750,True,True,0.39836671,760,85,0.000000,0.425345,0.398093,True,OK
1777553529.414313,True,True,0.39836671,760,85,0.000000,0.404775,0.398093,True,OK
1777553529.462437,True,True,0.39842214,761,85,8.279020,0.772104,0.796515,True,OK
1777553529.510155,True,True,0.39853471,761,85,0.000000,0.737969,0.796515,True,OK
1777553529.544405,True,True,0.39853471,761,85,0.000000,0.715272,0.796515,True,OK
1777553529.589568,True,True,0.39834885,761,85,0.000000,0.687394,0.796515,True,OK
1777553529.637593,True,True,0.39834885,761,85,0.000000,0.660038,0.796515,True,OK
1777553529.685591,True,True,0.39831285,761,85,0.000000,0.634790,0.796515,True,OK
1777553529.716937,True,True,0.39831285,761,85,0.000000,0.619318,0.796515,True,OK
1777553529.764510,True,True,0.39842684,761,85,0.000000,0.597227,0.796515,True,OK
1777553529.811727,True,True,0.39868284,761,85,0.000000,0.576806,0.796515,True,OK
1777553529.851205,True,True,0.39858726,761,85,0.000000,0.560775,0.796515,True,OK
1777553529.890872,True,True,0.39863412,761,85,0.000000,0.545539,0.796515,True,OK
1777553529.938958,True,True,0.39832425,761,85,0.000000,0.528145,0.796515,True,OK
1777553529.986261,True,True,0.39888245,761,85,0.000000,0.512084,0.796515,True,OK
1777553530.034187,True,True,0.39877206,761,85,0.000000,0.496777,0.796515,True,OK
1777553530.070746,True,True,0.39866689,761,85,0.000000,0.485702,0.796515,True,OK
1777553530.113441,True,True,0.39890541,761,85,0.000000,0.473378,0.796515,True,OK
1777553530.161591,True,True,0.39877425,761,85,0.000000,0.460209,0.796515,True,OK
1777553530.209233,True,True,0.39895698,761,85,0.000000,0.447880,0.796515,True,OK
1777553530.244057,True,True,0.39873781,761,85,0.000000,0.439278,0.796515,True,OK
1777553530.303704,True,True,0.39849044,761,85,0.000000,0.425288,0.796515,True,OK
1777553530.351595,True,True,0.39833313,761,85,0.000000,0.414685,0.796515,True,OK
1777553530.399198,True,True,0.39872668,761,85,0.000000,0.404656,0.796515,True,OK
1777553530.446606,True,True,0.39857054,761,85,0.000000,0.395139,0.796515,True,OK
1777553530.494006,True,True,0.39846168,761,85,0.000000,0.386061,0.796515,True,OK
1777553530.541688,True,True,0.39840599,761,85,0.000000,0.377340,0.796515,True,OK
1777553530.588732,True,True,0.39825139,761,85,0.000000,0.369114,0.796515,True,OK
1777553530.636365,True,True,0.39825139,761,85,0.000000,0.361142,0.796515,True,OK
1777553530.683963,True,True,0.39843319,761,85,0.000000,0.353513,0.796515,True,OK
1777553530.730853,True,True,0.39876225,761,85,0.000000,0.346306,0.796515,True,OK
1777553530.778906,True,True,0.39809880,761,85,0.000000,0.339219,0.796515,True,OK
1777553530.826617,True,True,0.39810807,761,85,0.000000,0.332464,0.796515,True,OK
1777553530.873496,True,True,0.39855273,761,85,0.000000,0.326083,0.796515,True,OK
1777553530.905226,True,True,0.39835982,761,85,0.000000,0.321902,0.796515,True,OK
1777553530.952710,True,True,0.39843290,761,85,0.000000,0.315841,0.796515,True,OK
1777553530.987220,True,True,0.39843290,761,85,0.000000,0.311577,0.796515,True,OK
1777553531.031403,True,True,0.39827284,761,85,0.000000,0.306283,0.796515,True,OK
1777553531.065438,True,True,0.39815111,761,85,0.000000,0.302327,0.796515,True,OK
1777553531.111196,True,True,0.39816477,761,85,0.000000,0.297166,0.796515,True,OK
