timestamp_s,tag_detected,object_detected,cm_per_px,object_x_px,object_y_px,instant_cm_s,average_cm_s,distance_total_cm,valid,reason
1777553683.923726,True,True,0.32462180,398,114,0.000000,0.000000,0.000000,True,Primera muestra
1777553684.045110,True,True,0.32446935,398,113,2.673084,2.673084,0.324469,True,OK
1777553684.080660,True,True,0.32447141,398,113,0.000000,2.067553,0.324469,True,OK
1777553684.124526,True,True,0.32468109,398,114,7.401711,3.232826,0.649150,True,OK
1777553684.171869,True,True,0.32459257,398,114,0.000000,2.616032,0.649150,True,OK
1777553684.219209,True,True,0.32460145,398,113,6.856789,3.295454,0.973752,True,OK
1777553684.254383,True,True,0.32458601,397,113,9.228163,3.926543,1.298338,True,OK
1777553684.298469,True,True,0.32451731,397,114,7.360930,4.330579,1.622855,True,OK
1777553684.346053,True,True,0.32453183,398,114,6.820214,4.611088,1.947387,True,OK
1777553684.393586,True,True,0.32444628,397,114,6.825632,4.835122,2.271833,True,OK
1777553684.441133,True,True,0.32430838,398,114,6.820781,5.017594,2.596142,True,OK
1777553684.488713,True,True,0.32436168,398,114,0.000000,4.595045,2.596142,True,OK
1777553684.535945,True,True,0.32451003,398,114,0.000000,4.240540,2.596142,True,OK
1777553684.583701,True,True,0.32457000,397,114,6.796531,4.425490,2.920712,True,OK
1777553684.630723,True,True,0.32444135,397,114,0.000000,4.131148,2.920712,True,OK
1777553684.679125,True,True,0.32460009,397,114,0.000000,3.866450,2.920712,True,OK
1777553684.722552,True,True,0.32471334,397,114,0.000000,3.656256,2.920712,True,OK
1777553684.773142,True,True,0.32452197,397,114,0.000000,3.438492,2.920712,True,OK
1777553684.820242,True,True,0.32462163,397,114,0.000000,3.257847,2.920712,True,OK
1777553684.867668,True,True,0.32443169,397,114,0.000000,3.094164,2.920712,True,OK
1777553684.930695,True,True,0.32436554,397,113,5.146461,3.222619,3.245077,True,OK
1777553684.977982,True,True,0.32442090,397,113,0.000000,3.078072,3.245077,True,OK
1777553685.024824,True,True,0.32463161,397,114,6.930409,3.241954,3.569709,True,OK
1777553685.071963,True,True,0.32444329,397,113,6.882704,3.391418,3.894152,True,OK
1777553685.119451,True,True,0.32453509,397,113,0.000000,3.256729,3.894152,True,OK
1777553685.166570,True,True,0.32467210,397,114,6.890450,3.394492,4.218824,True,OK
1777553685.213761,True,True,0.32447863,397,114,0.000000,3.270318,4.218824,True,OK
1777553685.261472,True,True,0.32437506,397,113,6.798695,3.396160,4.543199,True,OK
1777553685.309222,True,True,0.32442798,397,114,6.794270,3.513273,4.867627,True,OK
1777553685.344685,True,True,0.32451916,397,114,0.000000,3.425594,4.867627,True,OK
1777553685.404246,True,True,0.32470201,397,114,0.000000,3.287781,4.867627,True,OK
1777553685.435959,True,True,0.32446345,397,114,0.000000,3.218834,4.867627,True,OK
1777553685.482893,True,True,0.32422874,397,114,0.000000,3.121941,4.867627,True,OK
1777553685.530310,True,True,0.32443735,397,113,6.842158,3.231741,5.192065,True,OK
1777553685.561882,True,True,0.32452358,398,114,14.536758,3.449617,5.651010,True,OK
1777553685.609360,True,True,0.32450964,397,114,6.834850,3.544968,5.975520,True,OK
1777553685.656672,True,True,0.32431493,398,114,6.854845,3.635332,6.299835,True,OK
1777553685.703778,True,True,0.32467433,398,114,0.000000,3.539130,6.299835,True,OK
1777553685.735327,True,True,0.32449316,398,114,0.000000,3.477496,6.299835,True,OK
1777553685.780610,True,True,0.32439009,398,113,7.163643,3.567388,6.624225,True,OK
1777553685.815709,True,True,0.32455209,398,114,9.246565,3.672747,6.948777,True,OK
1777553685.861165,True,True,0.32448439,398,114,0.000000,3.586579,6.948777,True,OK
1777553685.908514,True,True,0.32441323,398,113,6.851433,3.664466,7.273190,True,OK
1777553685.940185,True,True,0.32425135,397,113,10.238254,3.767714,7.597442,True,OK
1777553685.972167,True,True,0.32435308,397,114,10.141680,3.867231,7.921795,True,OK
1777553686.003736,True,True,0.32454977,397,113,10.280724,3.964570,8.246344,True,OK
1777553686.034968,True,True,0.32453586,397,114,10.391173,4.059639,8.570880,True,OK
1777553686.082876,True,True,0.32438091,397,114,0.000000,3.969562,8.570880,True,OK
1777553686.114710,True,True,0.32442448,397,114,0.000000,3.911887,8.570880,True,OK
1777553686.146504,True,True,0.32422242,397,114,0.000000,3.855932,8.570880,True,OK
1777553686.180407,True,True,0.32422242,397,114,0.000000,3.798002,8.570880,True,OK
1777553686.209328,True,True,0.32439891,397,114,0.000000,3.749944,8.570880,True,OK
